leg	site	hole	well logging	latitude	longitude	ocean	ocean hemisphere	sea	physographic feature	hard rock feature	ta	td	re-entry	site survey	site termination	crust	equipment test	heat flow	in situ pore water	hydraulic piston core	variable length hpc	pressure core barrel	punch core	extended core barrel	water depth(m)	total penetration(m)	drilled penetration(m)	cored penetration(m)	number of cores recovered	meters recovered	percent recovery	meters of hard rock cored	number of hard rock cores	meters of hard rock recovered	depth to basememnt(m)	oldest sediment sub-bottom depth	oldest sediment depth below sealevel	oldest sediment core number	oldest sediment age	oldest sediment lithology	oldest sediment lithology composition	oldest sediment source	oldest sediment heterogeneity	oldest sediment hardness	oldest comp1	oldest comp2	hard rock descriptions and comments
44	388	A	NO	35.5222	-69.3960	ATLANTIC	NORTH		RISE		08/22/1975	08/26/1975	NO	NO	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4919	341	242	98	11	43	43					341.0	5260	11	NO AGE GIVEN	CLAY	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	unk - 3100	unk - 0000	
44	389		NO	30.1423	-76.0928	ATLANTIC	NORTH		RISE		08/28/1975	08/29/1975	NO	NO	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2714	40	30	9.5	1	3.5	36					39.5	2754	1	NO AGE GIVEN	QUARTZRICHFORAMINIFERACHALK	CALCAREOUS	PELAGIC	MONOGENIC	FIRM	FORAMINIFERA	QUARTZ	
44	390		NO	30.1423	-76.1123	ATLANTIC	NORTH				08/29/1975	08/30/1975	NO	NO	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2665	206	114	92	10	27	29					171.0	2836	6	NO AGE GIVEN	LIMEWACKESTONE	CALCAREOUS	TRANSITIONAL	HETEROGENIC	HARD	ESTIMATED CARBONATE	unk - 0000	
44	390	A	NO	30.1423	-76.1123	ATLANTIC	NORTH				08/31/1975	09/01/1975	NO	NO	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2665	142.5	9.5	133	14	87	65					142.5	2808	14	NO AGE GIVEN	CARBONATERICHNANNOFOSSILOOZE	CALCAREOUS	PELAGIC	MONOGENIC	SOFT	NANNOFOSSIL	CARBONATE	
44	391		NO	28.2288	-75.6127	ATLANTIC	NORTH		BASIN		09/02/1975	09/04/1975	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4974	84	79	4.5	1	2.3	51					4.5	4979	1	NO AGE GIVEN	MARLYNANNOOOZE	CALCAREOUS	TRANSITIONAL	HETEROGENIC	SOFT	NANNOFOSSIL	unk - 0000	
44	391	A	NO	28.2268	-75.6167	ATLANTIC	NORTH		BASIN		09/05/1975	09/09/1975	NO	YES	RE-ENTRY FAILURE	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4974	722	523	199	21	130	65					649.0	5623	20	NO AGE GIVEN	SILTYCLAYSTONE	DETRITAL	TERRIGENOUS	HETEROGENIC	HARD	unk - 3100	unk - 0000	
44	391	B	NO	28.2268	-75.6167	ATLANTIC	NORTH		BASIN		09/06/1975	09/06/1975	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4974	9.5		9.5	1	9.3	97					9.5	4984	1	NO AGE GIVEN	QUARTZRICHCLAYMINERALRICHMUD	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	unk - 3300	CLAY MINERAL	
44	391	C	NO	28.2268	-75.6167	ATLANTIC	NORTH		BASIN		09/13/1975	09/22/1975	NO	YES	DRILL BIT WORN OUT	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4974	1412	911	501	54	216	43					1412	6386	54	NO AGE GIVEN	QUARTZRICHCLAYMINERALRICHMUDSTONE	DETRITAL	TERRIGENOUS	HETEROGENIC	HARD	unk - 3300	CLAY MINERAL	
44	392		NO	29.9105	-76.1780	ATLANTIC	NORTH				09/23/1975	09/24/1975	NO	NO	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2601	60	47	12	2	3.2	26					59.0	2660	2	NO AGE GIVEN	INDURATEDCARBONATECHALK	CALCAREOUS	PELAGIC	MONOGENIC	HARD	CARBONATE	unk - 0000	
44	392	A	NO	29.9105	-76.1780	ATLANTIC	NORTH				09/24/1975	09/28/1975	NO	NO	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2601	349	66	282	33	25	8					98.0	2699	4	NO AGE GIVEN	CRYSTALLINESKELETALFRAGMENTLIMEPACKSTONE					unk - 0000	unk - 0000	
44	393		NO	28.1967	-75.5990	ATLANTIC	NORTH		BASIN		11/11/1975	11/12/1975	NO	NO	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4951	55	47	8	1	4.3	53					8.0	4959	1	NO AGE GIVEN	SILTYCALCAREOUSCLAY	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	unk - 3100	ESTIMATED CARBONATE	
44	393	A	NO	28.1967	-75.5990	ATLANTIC	NORTH		BASIN		11/16/1975	11/21/1975	NO	NO	RE-ENTRY FAILURE	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4951	59	50	9.5	1	9.5	100					58.5	5010	1	NO AGE GIVEN	SILTYCALCAREOUSCLAY	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	unk - 3100	ESTIMATED CARBONATE	
44	394		NO	28.1950	-75.5960	ATLANTIC	NORTH		BASIN		11/21/1975	11/22/1975	NO	NO	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4957	84	84				0														unk - 0000	unk - 0000	
44	394	A	NO	28.1950	-75.5960	ATLANTIC	NORTH		BASIN		11/22/1975	11/24/1975	NO	NO	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4957	364.5	307	57	6	17	29					364.5	5322	6	NO AGE GIVEN	CALCAREOUSMUD	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	unk - 3300	ESTIMATED CARBONATE	
45	395		NO	22.7558	-46.0817	ATLANTIC	NORTH		RIDGE		12/06/1975	12/09/1975	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4484	185		185	20	88	47	95	10	20	92	93.2	4577	10	NO AGE GIVEN	CALCAREOUSBROWNCLAY	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	unk - 3110	unk - 0000	BASALT,SERPENTIZEDPERIDOTEANDGABBRO
45	395	A	NO	22.7558	-46.0817	ATLANTIC	NORTH		RIDGE	PILLOW	12/09/1975	12/10/1975	YES	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4484	664	76	588	67	106	18	576	65	101	92	12.2	4496	1	NO AGE GIVEN	CALCAREOUSBROWNCLAY	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	unk - 3110	unk - 0000	DOLERITEDIKEINBASEMENT
45	396		NO	22.4813	-43.5158	ATLANTIC	NORTH		SEDIMENT POND	PILLOW	01/11/1976	01/14/1976	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4450	221		221	25	133	60	95	12	58	96	126.7	4577	14	NO AGE GIVEN	FORAMINIFERANANNOFOSSILOOZE	CALCAREOUS	PELAGIC	MONOGENIC	SOFT	NANNOFOSSIL	FORAMINIFERA	BASALT
46	396	A	NO	22.9857	-43.5150	ATLANTIC	NORTH		SEDIMENT POND		02/05/1976	02/06/1976	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4459	123	110	13	2	0.64	4					9.5	4469	1	NO AGE GIVEN	NANNOFOSSILFORAMINIFERAOOZE	CALCAREOUS	PELAGIC	MONOGENIC	SOFT	FORAMINIFERA	NANNOFOSSIL	
46	396	B	YES	22.9857	-43.5150	ATLANTIC	NORTH		SEDIMENT POND		02/06/1976	02/26/1976	YES	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4459	405	135	270	33	63	23	268	30	59	157	150.6	4610	4	NO AGE GIVEN	NANNOFOSSILFORAMINIFERAOOZE	CALCAREOUS	PELAGIC	MONOGENIC	SOFT	FORAMINIFERA	NANNOFOSSIL	
47	397		NO	26.8450	-15.1800	ATLANTIC	NORTH		RISE		03/21/1976	03/29/1976	NO	YES	OPERATIONAL LIMIT REACHED	CONTINENTAL	NO	NO	NO	NO	NO	NO	NO	NO	2900	1000	19	981	104	585	59					997.0	3897	103	NO AGE GIVEN	PEBBLYMUDDYSANDSTONE	DETRITAL	TERRIGENOUS	HETEROGENIC	HARD	MICA	unk - 0000	
47	397	A	NO	26.8450	-15.1800	ATLANTIC	NORTH		RISE		03/29/1976	04/07/1976	NO	YES	CHIEF SCIENTIST DECISION	CONTINENTAL	NO	NO	NO	NO	NO	NO	NO	NO	2900	1453	986	467	52	243	52					1453	4353	52	NO AGE GIVEN	QUARTZOSEMUDSTONE	DETRITAL	TERRIGENOUS	HETEROGENIC	HARD	unk - 3300	QUARTZ	
47	398		NO	40.9600	-10.7183	ATLANTIC	NORTH		SEAMOUNT		04/14/1976	04/15/1976	NO	YES	WEATHER	CONTINENTAL	NO	NO	YES	NO	NO	NO	NO	NO	3910	127	92	35	4	22	62					126.5	4037	4	NO AGE GIVEN	MARLYNANNOFOSSILOOZE	CALCAREOUS	TRANSITIONAL	HETEROGENIC	SOFT	NANNOFOSSIL	unk - 0000	
47	398	A	NO	40.9600	-10.7183	ATLANTIC	NORTH		SEAMOUNT		04/15/1976	04/15/1976	NO	YES	WEATHER	CONTINENTAL	NO	NO	NO	NO	NO	NO	NO	NO	3910	210.5	191	19	2	17	89					210.5	4121	2	NO AGE GIVEN	MARLYNANNOFOSSILOOZE	CALCAREOUS	TRANSITIONAL	HETEROGENIC	SOFT	NANNOFOSSIL	unk - 0000	
47	398	B	NO	40.9600	-10.7183	ATLANTIC	NORTH		SEAMOUNT		04/17/1976	04/17/1976	NO	YES	MECHANICAL OR EQUIPMENT FAILURE	CONTINENTAL	NO	NO	NO	NO	NO	NO	NO	NO	3910	239	229	9.5	1	8.3	87					239.0	4149	1	NO AGE GIVEN	MARLYNANNOFOSSILOOZE	CALCAREOUS	TRANSITIONAL	HETEROGENIC	SOFT	NANNOFOSSIL	unk - 0000	
47	398	C	NO	40.9600	-10.7183	ATLANTIC	NORTH		SEAMOUNT		04/19/1976	04/19/1976	NO	YES	OPERATIONAL LIMIT REACHED	CONTINENTAL	NO	NO	NO	NO	NO	NO	NO	NO	3910	79	79		0	0.8	0					79.0	3989	1	NO AGE GIVEN	MARLYNANNOFOSSILOOZE	CALCAREOUS	TRANSITIONAL	HETEROGENIC	SOFT	NANNOFOSSIL	unk - 0000	
47	398	D	NO	40.9600	-10.7183	ATLANTIC	NORTH		SEAMOUNT		04/20/1976	05/09/1976	YES	YES	WEATHER	CONTINENTAL	NO	NO	NO	NO	NO	NO	NO	NO	3910	1740	442	1298	138	937	72					1740	5650	138	NO AGE GIVEN	LIMESTONE	CALCAREOUS	TRANSITIONAL	MONOGENIC	HARD	ESTIMATED CARBONATE	unk - 0000	
48	399		NO	47.3900	-9.2217	ATLANTIC	NORTH		BASIN		05/25/1976	05/25/1976	NO	YES	MECHANICAL OR EQUIPMENT FAILURE	CONTINENTAL	NO	NO	NO	NO	NO	NO	NO	NO	4399	72.5	55	17	2	12	70					72.5	4472	2	NO AGE GIVEN	MARLYCALCAREOUSOOZE	CALCAREOUS	TRANSITIONAL	HETEROGENIC	SOFT	ESTIMATED CARBONATE	unk - 0000	
48	400		NO	47.3817	-9.1983	ATLANTIC	NORTH		BASIN		05/25/1976	05/26/1976	NO	YES	OBJECTIVE REACHED	CONTINENTAL	NO	NO	NO	NO	NO	NO	NO	NO	4399	79	70	9.0	1	9.0	100					9.0	4408	1	NO AGE GIVEN	MARLYNANNOFOSSILOOZE	CALCAREOUS	TRANSITIONAL	HETEROGENIC	SOFT	NANNOFOSSIL	unk - 0000	
48	400	A	NO	47.3817	-9.1983	ATLANTIC	NORTH		BASIN		05/26/1976	06/05/1976	YES	YES	MECHANICAL OR EQUIPMENT FAILURE	CONTINENTAL	NO	NO	NO	NO	NO	NO	NO	NO	4399	777.5	74	703	74	329	46					777.5	5177	74	NO AGE GIVEN	CALCAREOUSMUDSTONE	DETRITAL	TERRIGENOUS	HETEROGENIC	HARD	unk - 3300	ESTIMATED CARBONATE	
48	401		YES	47.4275	-8.8103	ATLANTIC	NORTH		TERRACE		06/06/1976	06/10/1976	NO	YES	OPERATIONAL LIMIT REACHED	CONTINENTAL	NO	NO	NO	NO	NO	NO	NO	NO	2495	340	76	265	28	103	38					303.0	2798	24	NO AGE GIVEN	LIMESTONE	CALCAREOUS	TRANSITIONAL	MONOGENIC	HARD	ESTIMATED CARBONATE	unk - 0000	
48	402		NO	47.8747	-8.8407	ATLANTIC	NORTH		SLOPE		06/11/1976	06/11/1976	NO	NO	MECHANICAL OR EQUIPMENT FAILURE	CONTINENTAL	NO	NO	NO	NO	NO	NO	NO	NO	2339	137	95	42	5	12	28					137.0	2476	5	NO AGE GIVEN	MARLYNANNOFOSSILOOZE	CALCAREOUS	TRANSITIONAL	HETEROGENIC	SOFT	NANNOFOSSIL	unk - 0000	
48	402	A	YES	47.8747	-8.8407	ATLANTIC	NORTH		SLOPE		06/12/1976	06/16/1976	NO	NO	OBJECTIVE REACHED	CONTINENTAL	NO	NO	NO	NO	NO	NO	NO	NO	2339	469.5	137	332	35	167	50					469.5	2809	35	NO AGE GIVEN	LIMESTONE	CALCAREOUS	TRANSITIONAL	MONOGENIC	HARD	ESTIMATED CARBONATE	unk - 0000	
48	403		YES	56.1385	-23.2940	ATLANTIC	NORTH		PLATEAU		06/20/1976	06/24/1976	NO	YES	WEATHER	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2301	489		489	52	161	32					384.5	2686	41	NO AGE GIVEN	TUFFACEOUSSANDSTONE	DETRITAL	TERRIGENOUS	HETEROGENIC	HARD	MICA	unk - 0000	
48	404		NO	56.0522	-23.2492	ATLANTIC	NORTH		PLATEAU		06/26/1976	06/28/1976	NO	YES	WEATHER	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2306	389	146	243	26	75	30					360.5	2667	23	NO AGE GIVEN	SANDSTONE	DETRITAL	TERRIGENOUS	HETEROGENIC	HARD	MICA	unk - 0000	
48	405		YES	55.3363	-22.0582	ATLANTIC	NORTH		PLATEAU		06/30/1976	07/03/1976	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2958	407		407	43	172	42					407.0	3365	43	NO AGE GIVEN	CLAYSTONE	DETRITAL	TERRIGENOUS	HETEROGENIC	HARD	unk - 3100	unk - 0000	
48	406		YES	55.2583	-22.0902	ATLANTIC	NORTH		PLATEAU		07/03/1976	07/09/1976	NO	YES	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2907	831.5	342	489	52	189	38					831.5	3739	52	NO AGE GIVEN	CLAYSTONE	DETRITAL	TERRIGENOUS	HETEROGENIC	HARD	unk - 3100	unk - 0000	
49	407		NO	63.9387	-30.5760	ATLANTIC	NORTH		RIDGE	FLOW	07/23/1976	07/27/1976	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2472	458	0	458	47	184	40	54.5	15	30.8	304	424.0	2896	43	NO AGE GIVEN	SANDYCALCAREOUSMUD	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	PHOSPHATE	ESTIMATED CARBONATE	BASALT
49	408		NO	63.3772	-28.9118	ATLANTIC	NORTH		RIDGE	FLOW	07/29/1976	07/31/1976	NO	YES	ILLNESS OR INJURY	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	1624	361	0	361	38	219	60	37.4	4	13	322	323.6	1948	35	NO AGE GIVEN	GLAUCONITEMARLYOOZE	CALCAREOUS	TRANSITIONAL	HETEROGENIC	SOFT	ESTIMATED CARBONATE	unk - 3510	VESICULARBASALTANDHYALOCLASTITE
49	409		NO	62.6163	-25.9528	ATLANTIC	NORTH		RIDGE	FLOW	08/02/1976	08/04/1976	NO	YES	ILLNESS OR INJURY	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	832	319	23	295	32	88	29	239	26	57	80	81.5	914	7	NO AGE GIVEN	SANDYCALCAREOUSMUD	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	PHOSPHATE	ESTIMATED CARBONATE	VESICULARBASALT
49	410		NO	45.5088	-29.4760	ATLANTIC	NORTH		RIDGE		08/13/1976	08/17/1976	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2975	387	0	387	41	232	59	52	5	11.4	340	340.0	3315	36	NO AGE GIVEN	NANNOFOSSILCHALK	CALCAREOUS	PELAGIC	MONOGENIC	FIRM	NANNOFOSSIL	unk - 0000	BASALTBRECCIA
49	410	A	NO	45.5088	-29.4760	ATLANTIC	NORTH		RIDGE	PILLOW	08/17/1976	08/18/1976	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2977	382	325	57	6	27	47	50	5	18.2	332	334.5	3312	1	NO AGE GIVEN	NANNOFOSSILCHALK	CALCAREOUS	PELAGIC	MONOGENIC	FIRM	NANNOFOSSIL	unk - 0000	BASALT
49	411		NO	36.7662	-33.3883	ATLANTIC	NORTH		BASIN	FLOW	08/21/1976	08/22/1976	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	1935	119	74	45	6	4.0	8	45	6	4.0	74					FORAMINIFERASAND	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	MICA	FORAMINIFERA	BASALT
49	411	A	NO	36.7662	-33.3883	ATLANTIC	NORTH		BASIN		08/22/1976	08/23/1976	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	1935	37	9.5	27	3	15	55					27.5	1963	3	NO AGE GIVEN	FORAMINIFERASAND	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	MICA	FORAMINIFERA	BASALT
49	412		NO	36.5623	-33.1660	ATLANTIC	NORTH		FRACTURE ZONE		08/24/1976	08/25/1976	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2609	171	38	133	15	86	64	15	2	6.0	165	165.5	2775	14	NO AGE GIVEN	NANNOFOSSILCHALK	CALCAREOUS	PELAGIC	MONOGENIC	FIRM	NANNOFOSSIL	unk - 0000	BASALT
49	412	A	NO	36.5623	-33.1660	ATLANTIC	NORTH		FRACTURE ZONE		08/25/1976	08/27/1976	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2609	294	156	138	15	23	16	133	14	23	165					NANNOFOSSILCHALK	CALCAREOUS	PELAGIC	MONOGENIC	FIRM	NANNOFOSSIL	unk - 0000	BASALT
49	413		NO	36.5432	-33.1750	ATLANTIC	NORTH		FRACTURE ZONE	FLOW	08/28/1976	08/30/1976	NO	NO	WEATHER	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2598	149	110	39	5	3.0	7	38.5	5	3.0	110	115.0	2713	1	NO AGE GIVEN	NANNOFOSSILOOZE	CALCAREOUS	PELAGIC	MONOGENIC	SOFT	NANNOFOSSIL	unk - 0000	BASALT
49	414		NO	32.0500	-27.5017	ATLANTIC	NORTH		SEAMOUNT		09/01/1976	09/02/1976	NO	NO	WEATHER	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	1538		0	0	0		0														unk - 0000	unk - 0000	
50	415		YES	31.0287	-11.6518	ATLANTIC	NORTH		BASIN		09/13/1976	09/16/1976	NO	NO	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2794	283	237	45	5	31	68					283.0	3077	5	NO AGE GIVEN	NANNOMARLCHALK	CALCAREOUS	PELAGIC	MONOGENIC	FIRM	NANNOFOSSIL	unk - 0000	
50	415	A	YES	31.0287	-11.6518	ATLANTIC	NORTH		BASIN		09/16/1976	09/29/1976	YES	NO	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2794	1079	957	122	14	25	20					1079	3873	15	NO AGE GIVEN	MARLSTONE	CALCAREOUS	TRANSITIONAL	HETEROGENIC	HARD	ESTIMATED CARBONATE	unk - 0000	
50	415	B	NO	31.0287	-11.6518	ATLANTIC	NORTH		BASIN		09/21/1976	09/21/1976	NO	NO	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2794	64	47	17	2	3.1	18					64.0	2858	2	NO AGE GIVEN	FORAMBEARINGNANNOFOSSILOOZE	CALCAREOUS	PELAGIC	MONOGENIC	SOFT	NANNOFOSSIL	unk - 0000	
50	416		NO	32.8363	-10.8010	ATLANTIC	NORTH				09/29/1976	09/30/1976	NO	NO	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4191	116	105	11	2	1.3	11					2.0	4193	1	NO AGE GIVEN	FORAM-NANNOMARLOOZE	CALCAREOUS	TRANSITIONAL	HETEROGENIC	SOFT	ESTIMATED CARBONATE	unk - 0000	
50	416	A	YES	32.8363	-10.8010	ATLANTIC	NORTH				09/30/1976	11/08/1976	YES	NO	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4191	1624	998	626	57	296	47					1624	5815	57	NO AGE GIVEN	SANDSTONE,CALCARENITE,ANDMUDSTONE	DETRITAL	TERRIGENOUS	HETEROGENIC	HARD	MICA	unk - 0000	
51	417		NO	25.1105	-68.0413	ATLANTIC	NORTH		RISE		12/02/1976	12/03/1976	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5468	113	104	8.5	1	3.6	42					8.5	5477	1	NO AGE GIVEN	NANNOFOSSILBEARINGCLAY					unk - 0000	unk - 0000	
51	417	A	NO	25.1105	-68.0413	ATLANTIC	NORTH		RISE	PILLOW	12/03/1976	12/10/1976	NO	YES	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5468	417		417	46	249	59	209	24	128	208	217.8	5686	24	NO AGE GIVEN	ZEOLITICCLAY					unk - 0000	unk - 0000	ALTEREDCHILLEDPILLOWSINCALCITE&GRNSMECTITEMATRIX
51	417	B	NO	25.1115	-68.0470	ATLANTIC	NORTH		RISE		12/25/1976	12/28/1976	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5482	25	19	5.5	1	5.2	94					5.2	5487	1	NO AGE GIVEN	NANNOFOSSILBEARINGCLAY					unk - 0000	unk - 0000	
51	417	C	NO	25.1115	-68.0468	ATLANTIC	NORTH				12/28/1976	12/30/1976	NO	YES	MECHANICAL OR EQUIPMENT FAILURE		NO	NO	NO	NO	NO	NO	NO	NO	5482	0	0	0	0	0	0			0											unk - 0000	unk - 0000	
51	417	D	YES	25.1115	-68.0468	ATLANTIC	NORTH		RISE	PILLOW	12/30/1976	01/15/1977	YES	YES	DRILL BIT WORN OUT	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5482	533	167	366	47	203	55	190	26	146	343	339.5	5822	21	NO AGE GIVEN	NANNOFOSSILCHALK					unk - 0000	unk - 0000	PILLOWBASALTS&INTERLAYEDMASSIVEBASALTS.PLAGIOCLASE
52	417	D	YES	25.1115	-68.0468	ATLANTIC	NORTH		RISE	PILLOW	12/30/1976	02/10/1977	YES	YES	RE-ENTRY FAILURE	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5482	708	532	176	22	118	67	176	22	118	343					NANNOFOSSILCHALK					unk - 0000	unk - 0000	HIGHLYPHRITICMASSIVEBASALT
52	418		NO	25.0350	-68.0573	ATLANTIC	NORTH		RISE		02/10/1977	02/12/1977	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5511	109	103	6	1	6	100					6.0	5517	1	NO AGE GIVEN	PELAGICCLAY					unk - 0000	unk - 0000	
52	418	A	NO	25.0350	-68.0573	ATLANTIC	NORTH		RISE	PILLOW	02/12/1977	03/02/1977	YES	YES	TIME CONSTRAINTS	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5511	571	187	384	48	212	55	247	33	158	324	320.2	5831	15	NO AGE GIVEN	NANNOFOSSILCLAY/OOZE					unk - 0000	unk - 0000	PLAGIOCLASE-PHYRICW/SUBORDINATEAM'TSCLINOPYROXENE
53	418	A	NO	25.0350	-68.0573	ATLANTIC	NORTH		RISE	PILLOW	02/12/1977	04/14/1977	YES	YES	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5514	868	570	298	38	231	77	298	38	231	324					CLAYEYNANNOFOSSILOOZE					unk - 0000	unk - 0000	MODERATELYPHYRICPILLOWBASALT
53	418	B	NO	25.0347	-68.0575	ATLANTIC	NORTH		RISE	PILLOW	04/14/1977	04/18/1977	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5514	330	0	330	35	173	52	10	2	6	320	311.1	5825	34	NO AGE GIVEN	NANNOFOSSILOOZEFRIABLECLAYRADIOLARIASANDNANNOCLAY					unk - 0000	unk - 0000	SPARCETOMODERATEPLAGIOCLASEPHYRICBASALT
54	419		NO	8.9327	-105.6862	PACIFIC	NORTH		SEDIMENT POND		05/08/1977	05/09/1977	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	3274	35		35	5	22	62					35.0	3309	5	NO AGE GIVEN	MARLYNANNOFOSSILOOZEANDMARLYFORAM-NANNOFOSSILOOZE					unk - 0000	unk - 0000	
54	419	A	NO	8.9245	-105.6870	PACIFIC	NORTH		SEDIMENT POND		05/09/1977	05/09/1977	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	3274	46	38	8	1	4.7	58					8.0	3282	1	NO AGE GIVEN	MARLYFORAM-NANNOFOSSILOOZE					unk - 0000	unk - 0000	
54	420		NO	9.0017	-106.1128	PACIFIC	NORTH		SEDIMENT POND	FRACT	05/10/1977	05/11/1977	NO	NO	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	3381	147		147	17	95	64	29	4	2	118	118.5	3500	13	NO AGE GIVEN	FORAMINIFERAL-NANNOFOSSILOOZE					unk - 0000	unk - 0000	SPARSELYPLAGIOCLASEPHYRICBASALT
54	420	A	NO	9.0083	-106.1053	PACIFIC	NORTH		SEDIMENT POND		05/11/1977	05/12/1977	NO	NO	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	3382	63	57	6	1	6	100					6.0	3388	1	NO AGE GIVEN	FORAMINIFERAL-NANNOFOSSILOOZE					unk - 0000	unk - 0000	
