leg	site	hole	core	section	top of sampled interval (cm)	bottom of sampled interval(cm)	depth to core (m)	depth to sample (m)	card type	card number	pH electrode type	pH	alkalinity measurement type	alkalinity	salinity	data field #1	data field #2	data field #3	data field #4	data field #5	data field #6	reference
42	380		35	3	140.0	150.0	317.50	321.95	DATA CARD	1	COMBINATION	7.07		5.5	62.2	61.43	80.42	37.00				LABNB
42	380		35	3	140.0	150.0	317.50	321.95	DATA CARD	1						60.24	85.43	36.60	8.42			42B23
42	380		35	3	140.0	150.0	317.50	321.95	DATA CARD	2							5.34		0.78			42B23
42	380		35	3	140.0	150.0	317.50	321.95	DATA CARD	3											756.46	42B23
42	380		37	1	140.0	150.0	332.50	333.95	DATA CARD	1				4.2	63.8	59.08	81.06	38.35				LABNB
42	380		37	1	140.0	150.0	332.50	333.95	DATA CARD	1						58.19	79.95	36.80				42B23
42	380		39	5	140.0	150.0	351.50	358.95	DATA CARD	1	COMBINATION	7.95		4.0	65.2	54.76	73.47	38.68				LABNB
42	380		39	5	140.0	150.0	351.50	358.95	DATA CARD	1						53.60	67.33	38.50	6.92		672.58	42B23
42	380		39	5	140.0	150.0	351.50	358.95	DATA CARD	2							2.80		0.31			42B23
42	380		39	5	140.0	150.0	351.50	358.95	DATA CARD	3											863.25	42B23
42	380		SSW				0.00	0.00	DATA CARD	1	COMBINATION	8.28		3.3	18.7	6.23	30.08	10.63				LABNB
42	380	A	1	2	140.0	150.0	332.50	335.45	DATA CARD	1						60.24	82.06	37.90	7.82		284.36	42B23
42	380	A	1	2	140.0	150.0	332.50	335.45	DATA CARD	1				5.6	64.3	61.63	77.95	39.10				LABNB
42	380	A	1	2	140.0	150.0	332.50	335.45	DATA CARD	2							4.53		1.15			42B23
42	380	A	1	2	140.0	150.0	332.50	335.45	DATA CARD	3											805.41	42B23
42	380	A	5	4	140.0	150.0	370.50	376.45	DATA CARD	1	COMBINATION	7.30		1.4	65.0	51.82	87.19	40.00				LABNB
42	380	A	5	4	140.0	150.0	370.50	376.45	DATA CARD	1						50.79	85.43	38.40				42B23
42	380	A	7	2	0.0	10.0	389.50	391.05	DATA CARD	1						47.73	57.65	39.80				42B23
42	380	A	7	2	0.0	10.0	389.50	391.05	DATA CARD	1	COMBINATION	7.40		1.1	68.2	48.68	59.13	41.58				LABNB
42	380	A	9	4	140.0	150.0	408.50	414.45	DATA CARD	1						45.43	50.50	41.30				42B23
42	380	A	9	4	140.0	150.0	408.50	414.45	DATA CARD	1	COMBINATION	7.50		1.2	69.3	46.52	51.64	43.19				LABNB
42	380	A	11	4	140.0	150.0	427.50	433.45	DATA CARD	1						44.92	50.92	42.50	11.61		71.00	42B23
42	380	A	11	4	140.0	150.0	427.50	433.45	DATA CARD	1	COMBINATION	7.78		1.4	69.3	45.93	53.36	44.27				LABNB
42	380	A	11	4	140.0	150.0	427.50	433.45	DATA CARD	2							1.94		0.21			42B23
42	380	A	11	4	140.0	150.0	427.50	433.45	DATA CARD	3											1023.44	42B23
42	380	A	13	1	140.0	150.0	446.50	447.95	DATA CARD	1	COMBINATION	7.64		2.3	66.4	39.84	46.40	41.64				LABNB
42	380	A	13	1	140.0	150.0	446.50	447.95	DATA CARD	1						39.05	45.45	39.90				42B23
42	380	A	15	4	140.0	150.0	465.50	471.45	DATA CARD	1	COMBINATION	7.52		3.8	67.8	42.79	45.72	42.85				LABNB
42	380	A	15	4	140.0	150.0	465.50	471.45	DATA CARD	1						41.86	44.19	41.10				42B23
42	380	A	17	5	140.0	150.0	484.50	492.35	DATA CARD	1	COMBINATION	7.34		3.1	69.3	42.20	42.90	42.92				LABNB
42	380	A	17	5	140.0	150.0	484.50	492.35	DATA CARD	1						41.35	42.04	41.10				42B23
42	380	A	19	4	140.0	150.0	503.50	509.80	DATA CARD	1	COMBINATION	7.13		3.7	70.4	40.83	46.55	43.73				LABNB
42	380	A	19	4	140.0	150.0	503.50	509.80	DATA CARD	1						40.07	43.76	42.30	12.16			42B23
42	380	A	19	4	140.0	150.0	503.50	509.80	DATA CARD	2							3.35		0.75			42B23
42	380	A	19	4	140.0	150.0	503.50	509.80	DATA CARD	3											1045.69	42B23
42	380	A	21	3	140.0	150.0	522.50	526.95	DATA CARD	1	COMBINATION	8.35		10.5	70.4	41.61	38.95	44.20				LABNB
42	380	A	21	3	140.0	150.0	522.50	526.95	DATA CARD	1						40.84	38.17	42.30				42B23
42	380	A	23	5	140.0	150.0	541.50	548.95	DATA CARD	1	COMBINATION	8.04		8.2	72.1	39.65	46.60	44.20				LABNB
42	380	A	25	3	140.0	150.0	560.50	564.95	DATA CARD	1	COMBINATION	8.02		6.9	72.6	41.22	49.56	45.75				LABNB
42	380	A	27	5	140.0	150.0	579.50	586.95	DATA CARD	1						39.05	46.29	43.70	12.58		209.44	42B23
42	380	A	27	5	140.0	150.0	579.50	586.95	DATA CARD	1	COMBINATION	7.83		6.9	73.7	40.04	45.07	45.75				LABNB
42	380	A	27	5	140.0	150.0	579.50	586.95	DATA CARD	2							5.21		0.21			42B23
42	380	A	27	5	140.0	150.0	579.50	586.95	DATA CARD	3											1081.29	42B23
42	380	A	29	5	140.0	150.0	593.00	600.45	DATA CARD	1	COMBINATION	7.32		6.5	72.6	41.02	49.20	45.75				LABNB
42	380	A	29	5	140.0	150.0	593.00	600.45	DATA CARD	1						40.07	47.97	43.70				42B23
42	380	A	31	5	140.0	150.0	608.00	615.45	DATA CARD	1	COMBINATION	7.68		5.2	71.5	41.81	43.30	45.51				LABNB
42	380	A	33	2	140.0	150.0	631.00	633.95	DATA CARD	1	COMBINATION	7.32		3.0	71.7							LABNB
42	380	A	36	4	140.0	150.0	655.50	661.45	DATA CARD	1						51.05	42.92	43.80				42B23
42	380	A	36	4	140.0	150.0	655.50	661.45	DATA CARD	1	COMBINATION	7.40		16.1	75.0	52.41	44.05	45.88				LABNB
42	380	A	40	5	140.0	150.0	693.50	700.95	DATA CARD	1						50.79	41.87	47.30	92.07		352.47	42B23
42	380	A	40	5	140.0	150.0	693.50	700.95	DATA CARD	1	COMBINATION	7.71		10.2	80.3	52.41	41.21	49.78				LABNB
42	380	A	40	5	140.0	150.0	693.50	700.95	DATA CARD	2							8.82		0.44			42B23
42	380	A	40	5	140.0	150.0	693.50	700.95	DATA CARD	3											1170.29	42B23
42	380	A	43	5	0.0	15.0	722.00	728.48	DATA CARD	1						47.47	43.76	48.50				42B23
42	380	A	43	5	0.0	15.0	722.00	728.48	DATA CARD	1	COMBINATION	7.50		6.1	81.4	48.68	44.94	50.99				LABNB
42	380	A	46	5	140.0	150.0	750.50	757.95	DATA CARD	1						47.99	43.76	47.70	9.03		589.14	42B23
42	380	A	46	5	140.0	150.0	750.50	757.95	DATA CARD	1	COMBINATION	7.40		7.9	81.4	49.46	42.46	50.20				LABNB
42	380	A	46	5	140.0	150.0	750.50	757.95	DATA CARD	2							10.81		0.21			42B23
42	380	A	46	5	140.0	150.0	750.50	757.95	DATA CARD	3											1179.19	42B23
42	380	A	49	5	135.0	150.0	779.00	786.42	DATA CARD	1	COMBINATION	7.22		5.2	83.6	51.43	53.54	53.35				LABNB
42	380	A	49	5	135.0	150.0	779.00	786.42	DATA CARD	1						50.03	52.18	50.60				42B23
42	380	A	52	2	0.0	15.0	807.50	809.43	DATA CARD	1						53.09	52.18	50.60	86.65		950.12	42B23
42	380	A	52	2	0.0	15.0	807.50	809.43	DATA CARD	2							12.17		0.21			42B23
42	380	A	52	2	0.0	15.0	807.50	809.43	DATA CARD	3											1237.03	42B23
42	380	A	52	2	0.0	15.0	807.50	809.43	DATA CARD	1	COMBINATION	7.10		5.3	84.6	55.15	57.19	53.48				LABNB
42	380	A	56	3	0.0	30.0	845.50	848.65	DATA CARD	1						58.19	43.76	49.70				42B23
42	380	A	56	3	0.0	30.0	845.50	848.65	DATA CARD	1	COMBINATION	8.03		8.6	85.8	60.06	44.91	52.47				LABNB
42	380	A	60	4	0.0	30.0	883.50	888.15	DATA CARD	1						81.42	49.66	54.30				42B23
42	380	A	60	4	0.0	30.0	883.50	888.15	DATA CARD	1	COMBINATION	7.88		47.9	93.5	84.01	51.59	57.52				LABNB
42	380	A	63	2	140.0	150.0	912.00	914.95	DATA CARD	1						90.61	46.29	54.90				42B23
42	380	A	63	2	140.0	150.0	912.00	914.95	DATA CARD	1	COMBINATION	6.92		22.4	93.5	93.63	45.38	58.26				LABNB
42	380	A	64	5	0.0	15.0	921.50	927.58	DATA CARD	1				0.0	89.1							LABNB
42	380	A	65	3	145.0	150.0	931.00	935.48	DATA CARD	1						97.25	59.33	52.60	8.42			42B23
42	380	A	65	3	145.0	150.0	931.00	935.48	DATA CARD	2							7.35		3.46			42B23
42	380	A	65	3	145.0	150.0	931.00	935.48	DATA CARD	3											1214.78	42B23
42	380	A	65	3	148.0	150.0	931.00	935.49	DATA CARD	1	COMBINATION	7.18		21.4	92.2	100.69	42.86	55.84				LABNB
42	380	A	69	4	135.0	150.0	969.00	974.92	DATA CARD	1						89.08	56.81					42B23
42	380	A	69	4	135.0	150.0	969.00	974.92	DATA CARD	1				0.0	93.8	92.25	55.27					LABNB
42	380	A	71	5	0.0	20.0	988.00	994.10	DATA CARD	1				23.5	93.5	82.44	66.54	57.18				LABNB
42	380	A	73	3	130.0	150.0	1007.00	1011.40	DATA CARD	1				33.2	97.0	87.54	51.47	61.02				LABNB
42	380	A	76	3	140.0	150.0	1035.50	1039.95	DATA CARD	1				6.9	98.0	28.46	150.83	61.62				LABNB
42	380	A	79	2	55.0	85.0	1064.00	1066.20	DATA CARD	1				8.3	90.0	34.94	119.96	60.41				LABNB
42	380	A	79	2	55.0	85.0	1064.00	1066.20	COMMENT CARD	1		ENDC		EMDA	TATH	ISLEG						LABNB
42	381		1	1	35.0	38.0	0.00	0.37	DATA CARD	1						8.14	33.75	12.50	0.60			42B23
42	381		1	1	35.0	38.0	0.00	0.37	DATA CARD	1					23.0							LABNB
42	381		1	1	35.0	38.0	0.00	0.37	DATA CARD	2							7.38		16.93			42B23
42	381		1	1	35.0	38.0	0.00	0.37	DATA CARD	3											319.94	42B23
42	381		1	2	144.0	150.0	0.00	2.97	DATA CARD	1	COMBINATION	7.33		18.8	26.9	15.90	57.86	16.75				LABNB
42	381		1	2	144.0	150.0	0.00	2.97	DATA CARD	1						15.95	32.74	15.70	3.01		616.39	42B23
42	381		1	2	144.0	150.0	0.00	2.97	DATA CARD	2							4.81		4.90			42B23
42	381		1	2	144.0	150.0	0.00	2.97	DATA CARD	3											377.78	42B23
42	381		2	2	146.0	150.0	9.50	12.48	DATA CARD	1	COMBINATION	7.44		18.1	28.6	19.04	54.72	16.82				LABNB
42	381		2	2	146.0	150.0	9.50	12.48	DATA CARD	1						19.12	31.56	16.20	2.47			42B23
42	381		2	2	146.0	150.0	9.50	12.48	DATA CARD	2							4.19		0.30			42B23
42	381		2	2	146.0	150.0	9.50	12.48	DATA CARD	3											379.12	42B23
42	381		3	3	140.0	150.0	19.00	23.45	DATA CARD	1	COMBINATION	7.75		18.7	39.6	33.00	45.87	24.08				LABNB
42	381		3	3	140.0	150.0	19.00	23.45	DATA CARD	1						32.93	35.94	23.50	4.33		182.19	42B23
42	381		3	3	140.0	150.0	19.00	23.45	DATA CARD	2							1.75		0.21			42B23
42	381		3	3	140.0	150.0	19.00	23.45	DATA CARD	3											556.22	42B23
42	381		5	2	140.0	150.0	38.00	40.95	DATA CARD	1	COMBINATION	7.51		8.2	56.1	41.41	46.53	35.25				LABNB
42	381		5	2	140.0	150.0	38.00	40.95	DATA CARD	1						40.84	41.28	34.50	5.48			42B23
42	381		5	2	140.0	150.0	38.00	40.95	DATA CARD	2							1.81		0.04			42B23
42	381		5	2	140.0	150.0	38.00	40.95	DATA CARD	3											832.11	42B23
42	381		7	5	140.0	150.0	57.00	64.45	DATA CARD	1	COMBINATION	7.34		7.5	59.4	39.85	48.10	36.73				LABNB
42	381		7	5	140.0	150.0	57.00	64.45	DATA CARD	1						39.31	39.98	36.00	6.02			42B23
42	381		7	5	140.0	150.0	57.00	64.45	DATA CARD	2							1.60		0.92			42B23
42	381		7	5	140.0	150.0	57.00	64.45	DATA CARD	3											881.05	42B23
42	381		9	5	140.0	150.0	76.00	84.75	DATA CARD	1	COMBINATION	8.05		7.7	64.4	42.39	48.39	40.30				LABNB
42	381		9	5	140.0	150.0	76.00	84.75	DATA CARD	1						41.60	47.55	38.60				42B23
42	381		12	4	140.0	150.0	104.50	110.80	DATA CARD	1	COMBINATION	7.86		6.8	44.0	31.40	42.36	31.28				LABNB
42	381		14	5	135.0	150.0	123.50	131.33	DATA CARD	1						38.54	43.34	35.60				42B23
42	381		14	5	135.0	150.0	123.50	131.33	DATA CARD	1	COMBINATION	7.75		7.5	59.4	39.26	44.25	37.07				LABNB
42	381		16	5	135.0	150.0	142.50	150.27	DATA CARD	1						43.39	40.19	37.70	7.52		182.19	42B23
42	381		16	5	135.0	150.0	142.50	150.27	DATA CARD	1	COMBINATION	7.01		8.5	62.7	44.16	39.81	38.75				LABNB
42	381		16	5	135.0	150.0	142.50	150.27	DATA CARD	2							3.66		0.81			42B23
42	381		16	5	135.0	150.0	142.50	150.27	DATA CARD	3											921.10	42B23
42	381		18	5	135.0	150.0	161.50	168.93	DATA CARD	1	COMBINATION	7.51		6.1	54.1	40.24	39.76	33.97				LABNB
42	381		18	5	135.0	150.0	161.50	168.93	DATA CARD	1						39.82	39.18	32.80				42B23
42	381		19	4	42.0	53.0	171.00	176.27	DATA CARD	1				5.0	63.8	49.46	55.95	39.36				LABNB
42	381		19	4	42.0	53.0	171.00	176.27	DATA CARD	1						48.50	54.71	37.70				42B23
42	381		23	1	0.0	50.0	199.50	200.10	DATA CARD	1						52.07	43.34	37.70	7.82			42B23
42	381		23	1	0.0	50.0	199.50	200.10	DATA CARD	2							4.26		0.44			42B23
42	381		23	1	0.0	50.0	199.50	200.10	DATA CARD	3											903.30	42B23
42	381		23	1	0.0	5.0	199.50	199.88	DATA CARD	1				0.0	63.6	53.00	40.62	39.36				LABNB
42	381		25	3	140.0	150.0	218.50	222.95	DATA CARD	1						49.52	42.08	37.70				42B23
42	381		25	3	140.0	150.0	218.50	222.95	DATA CARD	1	COMBINATION	7.58		8.4	64.9	50.64	42.98	39.36				LABNB
42	381		27	2	140.0	150.0	237.50	240.45	DATA CARD	1						50.54	41.11	38.40				42B23
42	381		27	2	140.0	150.0	237.50	240.45	DATA CARD	1	COMBINATION	7.48		9.9	66.6	51.62	42.00	40.16				LABNB
42	381		29	5	0.0	15.0	256.50	262.58	DATA CARD	1						46.71	43.34	39.50	8.42		548.28	42B23
42	381		29	5	0.0	15.0	256.50	262.58	DATA CARD	2							4.94		2.36			42B23
42	381		29	5	0.0	15.0	256.50	262.58	DATA CARD	3											952.25	42B23
42	381		29	5	0.0	15.0	256.50	262.58	DATA CARD	1	COMBINATION	7.10		5.0	64.9	47.70	45.92	40.77				LABNB
42	381		31	4	140.0	150.0	275.50	281.45	DATA CARD	1						49.52	44.19	39.40				42B23
42	381		31	4	140.0	150.0	275.50	281.45	DATA CARD	1	COMBINATION	7.45		10.0	66.0	50.64	45.24	41.17				LABNB
42	381		33	4	140.0	150.0	294.50	300.45	DATA CARD	1						46.71	56.81	38.70				42B23
42	381		33	4	140.0	150.0	294.50	300.45	DATA CARD	1	COMBINATION	7.04		7.9	64.4	47.70	57.83	40.36				LABNB
42	381		35	5	140.0	150.0	313.50	320.95	DATA CARD	1						47.22	42.92	39.40	11.61		832.63	42B23
42	381		35	5	140.0	150.0	313.50	320.95	DATA CARD	1	COMBINATION	7.05		7.8	65.5	48.28	48.74	41.71				LABNB
42	381		35	5	140.0	150.0	313.50	320.95	DATA CARD	2							4.74		1.76			42B23
42	381		35	5	140.0	150.0	313.50	320.95	DATA CARD	3											952.25	42B23
42	381		37	2	140.0	150.0	332.50	335.45	DATA CARD	1	COMBINATION	6.92		3.9	64.8	43.77	46.44	41.91				LABNB
42	381		37	2	140.0	150.0	332.50	335.45	DATA CARD	1						42.88	45.45	40.10				42B23
42	381		42	1	140.0	150.0	380.00	381.45	DATA CARD	1	COMBINATION	7.49		3.8	54.5	33.56	40.20	34.04				LABNB
42	381		42	1	140.0	150.0	380.00	381.45	DATA CARD	1						33.18	39.68	32.80				42B23
42	381		48	5	140.0	150.0	437.00	444.45	DATA CARD	1	COMBINATION	8.62		14.1	39.4	24.73	39.38	26.04				LABNB
42	381		48	5	140.0	150.0	437.00	444.45	DATA CARD	1						24.53	36.27	25.20	5.30		173.68	42B23
42	381		48	5	140.0	150.0	437.00	444.45	DATA CARD	2							3.22		1.10			42B23
42	381		48	5	140.0	150.0	437.00	444.45	DATA CARD	3											618.52	42B23
42	381		51	4	140.0	150.0	465.50	471.45	DATA CARD	1	COMBINATION	8.07		5.7	39.6	23.16	40.95	24.56				LABNB
42	381		51	4	140.0	150.0	465.50	471.45	DATA CARD	1						22.97	40.23	23.80	4.51			42B23
42	381		51	4	140.0	150.0	465.50	471.45	DATA CARD	2							3.17		0.32			42B23
42	381		51	4	140.0	150.0	465.50	471.45	DATA CARD	3											556.22	42B23
42	381		53	2	140.0	150.0	484.50	487.45	DATA CARD	1	COMBINATION	8.00		5.3	38.5	22.57	37.00	24.15				LABNB
42	381		53	2	140.0	150.0	484.50	487.45	DATA CARD	1						22.51	36.95	23.50				42B23
42	381		54	4	140.0	150.0	494.00	500.20	DATA CARD	1						22.15	32.66	21.30	3.61			42B23
42	381		54	4	140.0	150.0	494.00	500.20	DATA CARD	2							2.33		0.32			42B23
42	381		54	4	140.0	150.0	494.00	500.20	DATA CARD	3											502.82	42B23
42	381		54	5	140.0	150.0	494.00	501.70	DATA CARD	1	COMBINATION	8.13		6.5	35.8	22.18	22.45	22.20				LABNB
42	381		SSW				0.00	0.00	DATA CARD	1	COMBINATION	8.62		4.8	18.7	6.48	30.98	10.43				LABNB
43	382		1	5	144.0	150.0	50.70	58.49	DATA CARD	1	COMBINATION	8.06	COLORIMETRIC	10.8	33.0	5.86	45.35	19.34				LABNB
43	382		2	2	144.0	150.0	107.20	110.17	DATA CARD	1	COMBINATION	8.19	COLORIMETRIC	9.8	32.7	5.42	36.54	18.91				LABNB
43	382		5	3	140.0	150.0	231.00	235.45	DATA CARD	1	COMBINATION	8.46	COLORIMETRIC	7.5	33.8	9.03	46.48	19.58				LABNB
43	382		12	5	144.0	150.0	316.80	324.77	DATA CARD	1	COMBINATION	7.94	COLORIMETRIC	3.9	34.4	12.27	47.61	18.98				LABNB
43	382		13	4	140.0	150.0	326.30	332.74	DATA CARD	1	COMBINATION	8.06	COLORIMETRIC	3.7	33.8	12.24	47.78	18.98				LABNB
43	382		17	4	140.0	150.0	364.40	370.35	DATA CARD	1	COMBINATION	7.85	COLORIMETRIC	2.5	34.1	11.76	48.78	19.14				LABNB
43	382		20	4	140.0	150.0	402.30	408.25	DATA CARD	1	COMBINATION	8.18	COLORIMETRIC	1.6	34.6	12.17	48.00	18.91				LABNB
43	382		SSW				0.00	0.00	DATA CARD	1	COMBINATION	8.69	COLORIMETRIC	2.5	35.5	10.97	55.89	19.84				LABNB
43	384		1	2	144.0	150.0	50.80	53.77	DATA CARD	1	COMBINATION	7.96	COLORIMETRIC	2.4	34.9	12.28	51.10	19.38				LABNB
43	384		5	1	144.0	150.0	89.00	90.47	DATA CARD	1	COMBINATION	7.97	COLORIMETRIC	2.5	35.2	12.76	51.35	19.38				LABNB
43	384		8	4	144.0	150.0	117.30	123.27	DATA CARD	1	COMBINATION	8.06	COLORIMETRIC	2.3	34.9	12.52	50.86	19.38				LABNB
43	384		12	4	144.0	150.0	155.00	160.97	DATA CARD	1	COMBINATION	7.96	COLORIMETRIC	2.2	34.9	12.66	50.58	19.48				LABNB
43	384		SSW				0.00	0.00	DATA CARD	1	COMBINATION	8.79	COLORIMETRIC	2.4	35.2	10.67	53.94	19.28				LABNB
43	385		1	3	144.0	150.0	22.30	26.77	DATA CARD	1	COMBINATION	7.92	COLORIMETRIC	2.5	34.6	10.01	51.47	19.51				LABNB
43	385		3	5	144.0	150.0	98.50	106.27	DATA CARD	1	COMBINATION	7.77	COLORIMETRIC	2.5	34.6	12.44	50.35	19.38				LABNB
43	385		5	3	140.0	150.0	146.10	150.55	DATA CARD	1	COMBINATION	7.51	COLORIMETRIC	2.4	34.9	13.39	49.69	19.51				LABNB
43	385		13	3	140.0	150.0	231.60	236.05	DATA CARD	1	COMBINATION	7.80	COLORIMETRIC	3.2	35.2	14.15	49.74	19.57				LABNB
43	385		16	2	140.0	150.0	278.90	281.85	DATA CARD	1	COMBINATION	7.87	COLORIMETRIC	1.9	35.2	13.48	51.20	19.51				LABNB
43	385		SSW				0.00	0.00	DATA CARD	1	COMBINATION	8.77	COLORIMETRIC	2.5	35.5	10.88	56.00	19.97				LABNB
43	386		1	4	144.0	150.0	52.60	58.57	DATA CARD	1						10.80	51.10		1.06		135.00	4329
43	386		1	4	144.0	150.0	52.60	58.57	DATA CARD	1	COMBINATION	8.02	COLORIMETRIC	2.8	34.9	10.84	51.08	19.27				LABNB
43	386		1	4	144.0	150.0	52.60	58.57	DATA CARD	2						0.11	11.10	0.93	28.50			4329
43	386		4	4	144.0	150.0	147.20	153.17	DATA CARD	1	COMBINATION	7.86	COLORIMETRIC	1.2	35.2	33.94	27.07	19.38				LABNB
43	386		4	4	144.0	150.0	147.20	153.17	DATA CARD	1						32.60	28.40		1.11		235.00	4329
43	386		4	4	144.0	150.0	147.20	153.17	DATA CARD	2						0.26	7.50	136.11	23.40			4329
43	386		7	2	140.0	150.0	175.80	178.75	DATA CARD	1	COMBINATION	8.45	COLORIMETRIC	0.6	35.2	34.80	23.61	19.91				LABNB
43	386		7	2	140.0	150.0	175.80	178.75	DATA CARD	1						33.50	24.90		1.53		104.00	4329
43	386		7	2	140.0	150.0	175.80	178.75	DATA CARD	2						0.26	8.00	22.53	23.70			4329
43	386		11	1	140.0	150.0	251.90	253.35	DATA CARD	1	COMBINATION	8.48	COLORIMETRIC	0.5	35.2	41.77	16.93	20.05				LABNB
43	386		11	1	140.0	150.0	251.90	253.35	DATA CARD	1						40.10	18.60		1.32		97.00	4329
43	386		11	1	140.0	150.0	251.90	253.35	DATA CARD	2						0.44	7.30	9.31	23.50			4329
43	386		14	5	144.0	150.0	328.00	335.97	DATA CARD	1	COMBINATION	7.78	COLORIMETRIC	0.6	34.9	50.51	10.23	19.71				LABNB
43	386		14	5	144.0	150.0	328.00	335.97	DATA CARD	1						48.40	12.30		1.93		598.00	4329
43	386		14	5	144.0	150.0	328.00	335.97	DATA CARD	2						0.45	6.50	1.86	20.10			4329
43	386		15	5	140.0	150.0	346.90	354.85	DATA CARD	1	COMBINATION	7.82	COLORIMETRIC	1.2	34.6	48.50	11.51	19.71				LABNB
43	386		15	5	140.0	150.0	346.90	354.85	DATA CARD	1						46.00	13.50		1.66		647.00	4329
43	386		15	5	140.0	150.0	346.90	354.85	DATA CARD	2						0.48	6.10	5.59	17.40			4329
43	386		17	5	140.0	150.0	385.00	392.95	DATA CARD	1	COMBINATION	7.87	COLORIMETRIC	2.3	34.6	48.65	13.05	19.64				LABNB
43	386		17	5	140.0	150.0	385.00	392.95	DATA CARD	1						46.60	15.00		1.68		700.00	4329
43	386		17	5	140.0	150.0	385.00	392.95	DATA CARD	2						0.48	6.10	5.77	16.80			4329
43	386		25	1	140.0	150.0	470.80	472.71	DATA CARD	1			COLORIMETRIC	1.7	31.1	36.45	19.62	18.24				LABNB
43	386		25	1	140.0	150.0	470.80	472.71	DATA CARD	1						35.10	21.00		1.75		385.00	4329
43	386		25	1	140.0	150.0	470.80	472.71	DATA CARD	2						0.41	4.00	14.71	10.40			4329
43	386		29	3	140.0	150.0	508.90	513.35	DATA CARD	1			COLORIMETRIC	1.0	33.0	32.36	25.75	19.04				LABNB
43	386		29	3	140.0	150.0	508.90	513.35	DATA CARD	1						31.20	27.00		1.66		420.00	4329
43	386		29	3	140.0	150.0	508.90	513.35	DATA CARD	2						0.42	4.70	31.28	9.70			4329
43	386		31	4	140.0	150.0	537.40	543.73	DATA CARD	1			COLORIMETRIC	1.1	33.3	37.35	22.22	19.51				LABNB
43	386		31	4	140.0	150.0	537.40	543.73	DATA CARD	1						36.00	23.60		1.66		540.00	4329
43	386		31	4	140.0	150.0	537.40	543.73	DATA CARD	2						0.43	4.30	36.87	8.80			4329
43	386		34	5	140.0	150.0	603.70	611.60	DATA CARD	1			COLORIMETRIC	0.0	31.1	33.69	20.92	18.17				LABNB
43	386		34	5	140.0	150.0	603.70	611.60	DATA CARD	1						32.40	22.20		2.00		485.00	4329
43	386		34	5	140.0	150.0	603.70	611.60	DATA CARD	2						0.39	3.10	81.18	8.10			4329
43	386		36	4	140.0	150.0	641.50	647.45	DATA CARD	1			COLORIMETRIC	2.1	33.0	37.69	26.86	19.54				LABNB
43	386		36	4	140.0	150.0	641.50	647.45	DATA CARD	1						36.40	28.30		1.66		283.00	4329
43	386		36	4	140.0	150.0	641.50	647.45	DATA CARD	2						0.40	2.80	176.89	7.70			4329
43	386		40	2	140.0	150.0	708.00	710.95	DATA CARD	1			COLORIMETRIC	1.4	33.0	37.31	24.17	19.34				LABNB
43	386		40	2	140.0	150.0	708.00	710.95	DATA CARD	1						35.90	25.60		1.61		685.00	4329
43	386		40	2	140.0	150.0	708.00	710.95	DATA CARD	2						0.38	8.10	213.76				4329
43	386		SSW				0.00	0.00	DATA CARD	1	COMBINATION	8.72	COLORIMETRIC	2.5	36.3	10.84	54.89	20.18				LABNB
43	387		1	5	124.0	130.0	31.80	39.07	DATA CARD	1						12.10	51.50		1.09		143.00	4329
43	387		1	5	124.0	130.0	31.80	39.07	DATA CARD	1	COMBINATION	7.84	COLORIMETRIC	3.2	35.2	12.22	51.37	19.58				LABNB
43	387		1	5	124.0	130.0	31.80	39.07	DATA CARD	2						0.11	11.60	137.79	27.70			4329
43	387		2	4	124.0	130.0	98.50	104.27	DATA CARD	1	COMBINATION	7.83	COLORIMETRIC	4.3	35.2	17.69	47.29	19.51				LABNB
43	387		2	4	124.0	130.0	98.50	104.27	DATA CARD	1						17.30	47.70		1.13		747.00	4329
43	387		2	4	124.0	130.0	98.50	104.27	DATA CARD	2						0.15	9.50	201.10	23.80			4329
43	387		3	2	144.0	150.0	136.60	139.57	DATA CARD	1	COMBINATION	7.80	COLORIMETRIC	6.6	34.9	21.36	44.78	19.91				LABNB
43	387		3	2	144.0	150.0	136.60	139.57	DATA CARD	1						20.80	45.40		1.15		759.00	4329
43	387		3	2	144.0	150.0	136.60	139.57	DATA CARD	2						0.15	9.40	173.17	23.10			4329
43	387		6	2	144.0	150.0	165.10	168.07	DATA CARD	1	COMBINATION	7.81	COLORIMETRIC	8.0	35.2	23.77	44.42	19.44				LABNB
43	387		6	2	144.0	150.0	165.10	168.07	DATA CARD	1						23.10	45.10		1.13			4329
43	387		6	2	144.0	150.0	165.10	168.07	DATA CARD	2						0.20	9.25	158.27	19.60			4329
43	387		16	2	120.0	130.0	260.10	262.85	DATA CARD	1			COLORIMETRIC	3.3	34.4	26.80	34.53	19.17				LABNB
43	387		16	2	120.0	130.0	260.10	262.85	DATA CARD	1						25.40	35.90		1.45			4329
43	387		16	2	120.0	130.0	260.10	262.85	DATA CARD	2						0.29	9.10	46.55				4329
43	387		19	1	140.0	150.0	307.70	309.15	DATA CARD	1	COMBINATION	8.13	COLORIMETRIC	3.2	34.1	55.70	4.46	19.98				LABNB
43	387		19	1	140.0	150.0	307.70	309.15	DATA CARD	1									2.17		600.00	4329
43	387		19	1	140.0	150.0	307.70	309.15	DATA CARD	2						0.35	7.80	37.24	15.70			4329
